31,21805.jpg,2,"[439, 662, 1253, 1616]",0.994441568851471,"(781, 1279)","(1384, 1299)","(1054, 1676)","(815, 1959)","(1272, 1967)"
32,21818.jpg,2,"[841, 194, 321, 387]",0.9998341798782349,"(892, 360)","(1011, 311)","(946, 427)","(958, 506)","(1047, 470)"
33,21827.jpg,2,"[1299, 153, 147, 225]",0.994687557220459,"(1337, 221)","(1365, 226)","(1319, 256)","(1330, 314)","(1351, 315)"
35,22167.jpg,2,"[888, 199, 248, 311]",0.9936116337776184,"(975, 293)","(1043, 314)","(962, 338)","(936, 410)","(985, 424)"
36,22168.jpg,2,"[703, 74, 286, 375]",0.9995427131652832,"(774, 240)","(879, 196)","(839, 283)","(822, 358)","(922, 320)"
37,22175.jpg,2,"[220, 304, 820, 869]",0.9999849796295166,"(412, 800)","(649, 638)","(541, 924)","(614, 1075)","(809, 948)"
38,22176.jpg,2,"[1180, 133, 361, 500]",0.9999783039093018,"(1260, 322)","(1410, 342)","(1268, 411)","(1223, 513)","(1333, 531)"
39,22177.jpg,2,"[960, 194, 568, 747]",0.9994210004806519,"(1126, 438)","(1343, 552)","(1116, 586)","(1001, 680)","(1208, 781)"
42,31125.jpg,2,"[777, 353, 467, 604]",0.9999401569366455,"(959, 568)","(1172, 569)","(1099, 691)","(984, 810)","(1152, 807)"
43,31127.jpg,2,"[551, 255, 373, 498]",0.999997615814209,"(774, 427)","(895, 426)","(906, 555)","(794, 647)","(889, 643)"
44,31128.jpg,2,"[501, 146, 307, 368]",0.9999644756317139,"(559, 268)","(690, 271)","(584, 346)","(552, 414)","(673, 422)"
45,31129.jpg,2,"[732, 541, 258, 305]",0.9984241724014282,"(767, 652)","(871, 624)","(812, 730)","(813, 784)","(899, 759)"
47,31147.jpg,2,"[1018, 269, 499, 563]",0.9989545345306396,"(1108, 472)","(1322, 470)","(1186, 627)","(1131, 692)","(1341, 689)"
48,31148.jpg,2,"[373, 221, 470, 561]",0.999963641166687,"(491, 443)","(694, 411)","(598, 557)","(529, 656)","(711, 626)"
49,35777.jpg,2,"[604, 577, 254, 306]",0.9520102739334106,"(648, 731)","(755, 691)","(719, 801)","(708, 837)","(796, 804)"
51,35779.jpg,2,"[670, 197, 678, 798]",0.999946117401123,"(781, 574)","(1011, 476)","(894, 737)","(930, 855)","(1124, 763)"
52,35780.jpg,2,"[955, 233, 471, 641]",0.999716579914093,"(1163, 475)","(1361, 461)","(1337, 589)","(1209, 729)","(1359, 708)"
53,35781.jpg,2,"[1005, 123, 498, 703]",0.9940876960754395,"(1143, 369)","(1394, 380)","(1265, 508)","(1172, 659)","(1361, 673)"
54,35782.jpg,2,"[723, 237, 466, 598]",0.9969755411148071,"(786, 485)","(918, 448)","(789, 601)","(873, 730)","(968, 710)"
56,35784.jpg,2,"[700, 302, 253, 349]",0.9996308088302612,"(789, 440)","(904, 422)","(871, 520)","(826, 582)","(906, 567)"
57,35785.jpg,2,"[554, 230, 583, 719]",0.9999924898147583,"(655, 489)","(891, 452)","(743, 632)","(719, 787)","(883, 766)"
58,35786.jpg,2,"[199, 251, 1690, 2031]",0.9946158528327942,"(546, 1223)","(1155, 956)","(893, 1503)","(949, 1942)","(1422, 1715)"
59,35787.jpg,2,"[703, 161, 547, 750]",0.9922372698783875,"(877, 450)","(1119, 395)","(1063, 553)","(981, 749)","(1142, 707)"
60,35788.jpg,2,"[677, 60, 872, 1001]",0.7740010023117065,"(890, 525)","(1131, 384)","(1001, 667)","(1077, 827)","(1301, 717)"
61,35789.jpg,2,"[874, 354, 514, 624]",0.9991468191146851,"(974, 594)","(1174, 551)","(1078, 749)","(1062, 850)","(1217, 813)"
62,35790.jpg,2,"[763, 72, 733, 854]",0.9970800280570984,"(1000, 469)","(1232, 275)","(1246, 487)","(1234, 752)","(1382, 595)"
63,35791.jpg,2,"[841, 308, 513, 628]",0.910140335559845,"(939, 564)","(1157, 494)","(1071, 674)","(1031, 807)","(1196, 765)"
64,35792.jpg,2,"[709, 330, 589, 659]",0.9989847540855408,"(817, 590)","(1054, 533)","(935, 760)","(916, 872)","(1097, 830)"
65,35793.jpg,2,"[482, 629, 589, 792]",0.9993046522140503,"(581, 933)","(793, 897)","(609, 1114)","(618, 1270)","(783, 1273)"
67,36457.jpg,2,"[670, 471, 311, 363]",0.8735533356666565,"(788, 665)","(895, 610)","(882, 692)","(845, 779)","(932, 727)"
68,36458.jpg,2,"[954, 296, 399, 487]",0.9991641044616699,"(1048, 458)","(1185, 454)","(1065, 534)","(1041, 669)","(1130, 669)"
70,36465.jpg,2,"[537, 134, 541, 742]",0.9950392842292786,"(712, 463)","(942, 367)","(908, 565)","(808, 721)","(993, 641)"
71,38616.jpg,2,"[534, 273, 485, 623]",0.9999984502792358,"(619, 472)","(783, 493)","(606, 616)","(595, 759)","(718, 771)"
74,42230.jpg,2,"[1073, 250, 390, 519]",0.9998999834060669,"(1126, 434)","(1284, 426)","(1158, 535)","(1142, 637)","(1276, 637)"
75,42231.jpg,2,"[875, 826, 205, 283]",0.9999575614929199,"(893, 932)","(936, 922)","(871, 992)","(911, 1056)","(934, 1045)"
76,42237.jpg,2,"[473, 219, 440, 557]",0.99489426612854,"(614, 376)","(727, 417)","(566, 451)","(530, 575)","(606, 611)"
77,42250.jpg,2,"[387, 788, 1086, 1417]",0.9996205568313599,"(777, 1200)","(1026, 1257)","(675, 1458)","(660, 1787)","(850, 1817)"
78,42252.jpg,2,"[915, 190, 375, 451]",0.9999834299087524,"(993, 337)","(1155, 356)","(1029, 440)","(972, 499)","(1137, 522)"
79,42253.jpg,2,"[880, 482, 241, 388]",0.9887924790382385,"(1031, 607)","(1110, 586)","(1103, 670)","(1068, 785)","(1131, 769)"
80,44554.jpg,2,"[919, 356, 461, 582]",0.9999831914901733,"(990, 540)","(1174, 525)","(1008, 664)","(1014, 802)","(1163, 789)"
81,44555.jpg,2,"[591, 400, 439, 623]",0.7907558679580688,"(694, 703)","(834, 609)","(778, 815)","(818, 940)","(919, 872)"
82,44556.jpg,2,"[541, 322, 667, 799]",0.9927428960800171,"(688, 621)","(960, 627)","(760, 815)","(689, 933)","(915, 960)"
84,44558.jpg,2,"[419, 171, 1029, 1496]",0.9999955892562866,"(1109, 748)","(1388, 763)","(1403, 1085)","(1037, 1323)","(1291, 1332)"
85,44559.jpg,2,"[797, 412, 504, 595]",0.9999874830245972,"(905, 609)","(1097, 577)","(972, 748)","(951, 862)","(1104, 830)"
87,44561.jpg,2,"[419, 397, 1203, 1392]",0.9999455213546753,"(550, 946)","(986, 828)","(716, 1268)","(765, 1518)","(1082, 1435)"
88,44562.jpg,2,"[761, 261, 476, 626]",0.9999613761901855,"(811, 448)","(970, 458)","(745, 577)","(786, 747)","(933, 761)"
89,44563.jpg,2,"[906, 269, 391, 514]",0.999488115310669,"(970, 451)","(1123, 424)","(1018, 562)","(1016, 663)","(1141, 639)"
90,44736.jpg,2,"[760, 420, 453, 465]",0.9998427629470825,"(845, 691)","(956, 569)","(912, 753)","(994, 844)","(1080, 746)"
91,44740.jpg,2,"[1474, 235, 251, 302]",0.9999772310256958,"(1501, 365)","(1593, 331)","(1526, 420)","(1538, 487)","(1617, 460)"
92,44746.jpg,2,"[796, 431, 665, 744]",0.999675989151001,"(918, 838)","(1083, 665)","(994, 901)","(1094, 1070)","(1231, 939)"
93,44747.jpg,2,"[811, 33, 626, 782]",0.999972939491272,"(889, 388)","(1061, 290)","(915, 524)","(1004, 690)","(1123, 621)"
94,44748.jpg,2,"[742, 136, 659, 821]",0.9999674558639526,"(836, 411)","(1041, 423)","(827, 615)","(853, 763)","(1012, 773)"
95,44751.jpg,2,"[457, 419, 1092, 1462]",0.9999837875366211,"(1007, 1011)","(1462, 985)","(1335, 1345)","(979, 1555)","(1357, 1546)"
96,44994.jpg,2,"[1123, 171, 339, 394]",0.9975878000259399,"(1232, 338)","(1353, 280)","(1367, 374)","(1328, 479)","(1428, 430)"
97,45001.jpg,2,"[1157, 281, 342, 504]",0.9999573230743408,"(1359, 475)","(1459, 456)","(1484, 553)","(1407, 673)","(1479, 658)"
100,45020.jpg,2,"[872, 711, 310, 383]",0.9977275729179382,"(963, 837)","(1091, 858)","(973, 870)","(919, 972)","(1012, 992)"
102,45024.jpg,2,"[1041, 259, 454, 555]",0.9647271037101746,"(1239, 368)","(1321, 446)","(1189, 443)","(1114, 557)","(1172, 620)"
103,45027.jpg,2,"[495, 204, 1325, 1810]",0.9998453855514526,"(1160, 922)","(1699, 944)","(1547, 1292)","(1145, 1604)","(1539, 1617)"
105,45031.jpg,2,"[501, 149, 669, 789]",0.9983665347099304,"(708, 447)","(1003, 471)","(860, 543)","(718, 751)","(940, 781)"
115,45935.jpg,2,"[567, 245, 406, 462]",0.9999276399612427,"(628, 451)","(781, 398)","(693, 541)","(696, 628)","(824, 588)"
116,45936.jpg,2,"[515, 639, 326, 405]",0.9999150037765503,"(584, 795)","(696, 798)","(563, 846)","(548, 950)","(625, 954)"
117,45937.jpg,2,"[756, 107, 501, 631]",0.9995790123939514,"(862, 379)","(1078, 338)","(970, 512)","(924, 610)","(1105, 577)"
118,45938.jpg,2,"[775, 336, 504, 601]",0.9963498115539551,"(895, 523)","(1085, 553)","(884, 573)","(818, 739)","(967, 768)"
119,45939.jpg,2,"[927, 895, 223, 274]",0.9999395608901978,"(963, 1005)","(1054, 987)","(993, 1048)","(984, 1114)","(1052, 1101)"
120,45940.jpg,2,"[1058, 661, 484, 637]",0.9997542500495911,"(1254, 900)","(1459, 899)","(1403, 1023)","(1274, 1143)","(1453, 1142)"
121,45941.jpg,2,"[987, 105, 595, 764]",0.9954061508178711,"(1211, 473)","(1438, 389)","(1393, 585)","(1326, 733)","(1531, 664)"
122,45942.jpg,2,"[1072, 204, 388, 499]",0.9999295473098755,"(1237, 421)","(1377, 380)","(1393, 481)","(1319, 613)","(1420, 577)"
123,45943.jpg,2,"[578, 479, 868, 1089]",0.9984390139579773,"(764, 916)","(1149, 869)","(946, 1089)","(857, 1339)","(1134, 1306)"
124,45944.jpg,2,"[1173, 249, 426, 583]",0.9992268085479736,"(1335, 423)","(1428, 491)","(1269, 512)","(1213, 633)","(1302, 686)"
125,45945.jpg,2,"[599, 395, 887, 1043]",0.9961750507354736,"(779, 840)","(1085, 715)","(867, 1058)","(943, 1281)","(1167, 1206)"
129,45949.jpg,2,"[1308, 374, 169, 208]",0.9999932050704956,"(1333, 465)","(1395, 449)","(1347, 495)","(1349, 546)","(1398, 533)"
131,45951.jpg,2,"[255, 1139, 130, 162]",0.8382561802864075,"(287, 1205)","(330, 1196)","(298, 1231)","(286, 1264)","(327, 1255)"
132,45952.jpg,2,"[1065, 150, 220, 285]",0.9997627139091492,"(1164, 257)","(1257, 253)","(1239, 308)","(1171, 364)","(1257, 358)"
133,45953.jpg,2,"[1169, 171, 241, 310]",0.9995126724243164,"(1228, 268)","(1338, 291)","(1243, 322)","(1204, 393)","(1295, 413)"
134,45954.jpg,2,"[691, 442, 549, 651]",0.9948276877403259,"(804, 761)","(1008, 663)","(919, 850)","(904, 972)","(1095, 879)"
136,48563.jpg,2,"[351, 43, 777, 1034]",0.985444962978363,"(662, 475)","(972, 371)","(938, 656)","(796, 865)","(1025, 788)"
140,48581.jpg,2,"[662, 550, 1220, 1412]",0.998108983039856,"(846, 1242)","(1235, 974)","(1011, 1450)","(1172, 1780)","(1439, 1569)"
141,48582.jpg,2,"[419, 191, 382, 633]",0.9999542236328125,"(679, 453)","(760, 490)","(749, 619)","(592, 691)","(650, 710)"
142,48587.jpg,2,"[523, 683, 1169, 1512]",0.9993090629577637,"(701, 1285)","(1188, 1133)","(898, 1595)","(898, 1919)","(1267, 1796)"
143,48814.jpg,2,"[582, 583, 701, 898]",0.9993570446968079,"(937, 938)","(1210, 930)","(1137, 1132)","(910, 1277)","(1137, 1258)"
144,48816.jpg,2,"[669, 254, 653, 945]",0.9999029636383057,"(1028, 614)","(1239, 616)","(1208, 830)","(984, 976)","(1160, 967)"
147,48824.jpg,2,"[710, 513, 927, 1136]",0.9987338185310364,"(1026, 1027)","(1368, 826)","(1406, 1114)","(1252, 1430)","(1539, 1251)"
148,48829.jpg,2,"[680, 248, 483, 588]",0.999962329864502,"(753, 465)","(949, 393)","(823, 533)","(815, 704)","(985, 650)"
150,53407.jpg,2,"[757, 722, 319, 411]",0.9990853071212769,"(883, 882)","(1023, 858)","(983, 944)","(910, 1034)","(1032, 1009)"
151,53408.jpg,2,"[538, 429, 486, 610]",0.9817085266113281,"(642, 699)","(829, 619)","(749, 784)","(742, 930)","(884, 869)"
152,53409.jpg,2,"[291, 560, 722, 752]",0.8324421644210815,"(498, 940)","(725, 798)","(705, 1041)","(658, 1189)","(879, 1073)"
153,53410.jpg,2,"[389, 183, 656, 731]",0.9967632293701172,"(557, 489)","(741, 400)","(592, 652)","(670, 807)","(809, 732)"
154,53411.jpg,2,"[1132, 870, 281, 349]",0.9998894929885864,"(1242, 1006)","(1358, 972)","(1339, 1051)","(1282, 1137)","(1376, 1111)"
156,53425.jpg,2,"[517, 235, 308, 380]",0.9999821186065674,"(599, 386)","(739, 359)","(689, 433)","(650, 533)","(750, 515)"
157,53437.jpg,2,"[387, 511, 732, 991]",0.9948393702507019,"(608, 936)","(915, 831)","(852, 1092)","(727, 1285)","(1013, 1182)"
162,56252.jpg,2,"[269, 235, 537, 562]",0.8834113478660583,"(415, 571)","(587, 450)","(546, 698)","(566, 748)","(690, 650)"
163,56253.jpg,2,"[550, 695, 751, 807]",0.9842121005058289,"(711, 1080)","(997, 972)","(877, 1283)","(884, 1378)","(1112, 1289)"
164,56254.jpg,2,"[663, 166, 624, 793]",0.9984752535820007,"(774, 440)","(1052, 439)","(862, 649)","(811, 776)","(1042, 768)"
165,56255.jpg,2,"[500, 552, 646, 792]",0.9995192289352417,"(639, 894)","(900, 838)","(752, 1038)","(694, 1163)","(959, 1108)"
166,56256.jpg,2,"[711, 622, 809, 922]",0.9996453523635864,"(858, 1002)","(1178, 871)","(1001, 1130)","(993, 1352)","(1276, 1241)"
167,56257.jpg,2,"[678, 208, 468, 507]",0.9573990702629089,"(795, 471)","(919, 357)","(854, 544)","(925, 638)","(1032, 547)"
168,56258.jpg,2,"[808, 130, 632, 838]",0.9945845007896423,"(880, 500)","(1075, 447)","(898, 694)","(971, 849)","(1112, 816)"
170,57394.jpg,2,"[1046, 196, 320, 440]",0.9966027736663818,"(1156, 389)","(1293, 336)","(1283, 462)","(1218, 554)","(1324, 506)"
171,57395.jpg,2,"[1058, 213, 391, 537]",0.9991982579231262,"(1095, 416)","(1230, 366)","(1090, 513)","(1120, 643)","(1221, 607)"
173,57397.jpg,2,"[651, 338, 543, 748]",0.9999949932098389,"(779, 602)","(927, 641)","(697, 727)","(681, 919)","(798, 933)"
174,57398.jpg,2,"[417, 207, 585, 721]",0.9999935626983643,"(503, 499)","(718, 451)","(558, 634)","(570, 780)","(734, 748)"
175,57399.jpg,2,"[866, 629, 456, 571]",0.9999971389770508,"(939, 826)","(1134, 839)","(983, 971)","(948, 1071)","(1089, 1084)"
176,57400.jpg,2,"[357, 439, 623, 822]",0.9990666508674622,"(540, 787)","(811, 699)","(755, 928)","(651, 1091)","(873, 1021)"
177,57401.jpg,2,"[609, 568, 685, 865]",0.9988512992858887,"(716, 900)","(1002, 848)","(835, 1092)","(824, 1251)","(1051, 1205)"
178,57402.jpg,2,"[749, 529, 672, 828]",0.9990168809890747,"(817, 904)","(1062, 782)","(905, 1038)","(954, 1220)","(1146, 1130)"
179,58095.jpg,2,"[473, 751, 1031, 1212]",0.996767520904541,"(635, 1276)","(1028, 1190)","(806, 1570)","(802, 1722)","(1152, 1637)"
180,58096.jpg,2,"[1107, 162, 595, 828]",0.9984556436538696,"(1478, 492)","(1644, 432)","(1704, 625)","(1539, 801)","(1672, 749)"
181,58097.jpg,2,"[623, 515, 672, 797]",0.9954720735549927,"(697, 833)","(981, 761)","(829, 1003)","(826, 1171)","(1029, 1115)"
183,58099.jpg,2,"[496, 400, 220, 257]",0.9999271631240845,"(529, 494)","(606, 477)","(542, 546)","(550, 607)","(613, 593)"
184,58100.jpg,2,"[1223, 371, 342, 432]",0.9991239905357361,"(1282, 520)","(1449, 509)","(1345, 612)","(1313, 712)","(1425, 704)"
185,58101.jpg,2,"[316, 247, 832, 961]",0.9963653087615967,"(594, 702)","(935, 521)","(887, 818)","(810, 1056)","(1039, 921)"
186,58102.jpg,2,"[354, 151, 382, 454]",0.9997597336769104,"(401, 346)","(552, 300)","(439, 407)","(447, 524)","(557, 494)"
187,59671.jpg,2,"[853, 751, 245, 307]",0.9994016885757446,"(880, 859)","(976, 841)","(911, 923)","(911, 991)","(983, 973)"
190,59674.jpg,2,"[679, 1347, 351, 440]",0.9992152452468872,"(809, 1522)","(950, 1471)","(936, 1579)","(861, 1685)","(988, 1637)"
191,59675.jpg,2,"[836, 996, 663, 773]",0.9996881484985352,"(940, 1341)","(1139, 1240)","(990, 1505)","(1065, 1657)","(1206, 1588)"
194,20084.jpg,3,"[1030, 216, 249, 306]",0.9999923706054688,"(1145, 330)","(1244, 340)","(1213, 413)","(1138, 453)","(1218, 457)"
195,20088.jpg,3,"[339, 378, 801, 857]",0.9780112504959106,"(575, 810)","(812, 599)","(799, 826)","(807, 1023)","(1005, 875)"
196,20096.jpg,3,"[604, 299, 256, 305]",0.9994396567344666,"(717, 419)","(804, 380)","(813, 439)","(769, 532)","(837, 499)"
197,20097.jpg,3,"[880, 131, 389, 487]",0.9999594688415527,"(1046, 281)","(1208, 330)","(1138, 370)","(1022, 462)","(1154, 501)"
198,20100.jpg,3,"[772, 259, 622, 755]",0.9999954700469971,"(1038, 504)","(1305, 529)","(1249, 612)","(1088, 814)","(1303, 822)"
199,20102.jpg,3,"[1203, 276, 564, 774]",0.9991962313652039,"(1481, 552)","(1710, 592)","(1641, 733)","(1462, 856)","(1639, 880)"
200,20115.jpg,3,"[1114, 252, 526, 697]",0.9824782013893127,"(1256, 446)","(1405, 428)","(1262, 611)","(1295, 777)","(1391, 761)"
201,20118.jpg,3,"[729, 277, 577, 732]",0.9997133612632751,"(828, 549)","(1077, 538)","(923, 699)","(856, 811)","(1092, 801)"
202,20120.jpg,3,"[1050, 215, 610, 733]",0.9998859167098999,"(1126, 526)","(1344, 451)","(1175, 668)","(1206, 817)","(1386, 759)"
203,20644.jpg,3,"[638, 261, 485, 622]",0.9848672747612,"(802, 497)","(1025, 476)","(966, 633)","(859, 740)","(1029, 719)"
204,20651.jpg,3,"[930, 371, 588, 725]",0.9985700845718384,"(1058, 584)","(1313, 648)","(1099, 793)","(1028, 909)","(1208, 959)"
205,20667.jpg,3,"[556, 297, 539, 638]",0.9993571639060974,"(771, 540)","(1006, 502)","(951, 670)","(816, 779)","(1012, 748)"
206,20677.jpg,3,"[575, 308, 509, 640]",0.9995941519737244,"(779, 538)","(1001, 538)","(931, 700)","(795, 793)","(971, 792)"
207,20741.jpg,3,"[846, 840, 495, 611]",0.9751988649368286,"(942, 1047)","(1095, 1086)","(921, 1188)","(890, 1304)","(1022, 1332)"
208,20743.jpg,3,"[767, 447, 348, 405]",0.8718599081039429,"(898, 599)","(1048, 592)","(991, 662)","(920, 752)","(1036, 757)"
210,21452.jpg,3,"[998, 232, 441, 526]",0.9996607303619385,"(1060, 412)","(1247, 388)","(1112, 522)","(1093, 643)","(1236, 629)"
211,21453.jpg,3,"[935, 225, 458, 565]",0.9998117089271545,"(1076, 441)","(1287, 426)","(1214, 551)","(1134, 666)","(1285, 655)"
212,21455.jpg,3,"[1129, 247, 446, 582]",0.999818742275238,"(1223, 457)","(1370, 487)","(1192, 574)","(1179, 693)","(1309, 710)"
213,21472.jpg,3,"[407, 738, 1094, 1331]",0.9987118244171143,"(751, 1230)","(1262, 1220)","(1031, 1577)","(820, 1784)","(1171, 1769)"
215,21484.jpg,3,"[638, 307, 662, 830]",0.9999775886535645,"(719, 621)","(931, 625)","(717, 841)","(762, 986)","(919, 993)"
216,21500.jpg,3,"[447, 634, 793, 1068]",0.9975876808166504,"(571, 952)","(839, 983)","(548, 1200)","(583, 1413)","(770, 1438)"
217,21501.jpg,3,"[644, 313, 708, 867]",0.9994385838508606,"(798, 571)","(1122, 620)","(887, 815)","(781, 964)","(1029, 999)"
218,21502.jpg,3,"[528, 759, 1036, 1220]",0.9992274045944214,"(691, 1156)","(1125, 1184)","(804, 1485)","(738, 1647)","(1116, 1667)"
219,21503.jpg,3,"[442, 398, 1057, 1375]",0.9995187520980835,"(789, 856)","(1132, 1105)","(692, 1188)","(492, 1356)","(762, 1563)"
220,21786.jpg,3,"[927, 292, 309, 407]",0.9988754391670227,"(995, 432)","(1132, 413)","(1052, 503)","(1029, 597)","(1123, 588)"
221,21792.jpg,3,"[822, 440, 421, 478]",0.9703419208526611,"(1003, 613)","(1181, 657)","(1070, 777)","(951, 813)","(1082, 850)"
222,21799.jpg,3,"[852, 197, 524, 707]",0.9814120531082153,"(953, 460)","(1185, 473)","(990, 584)","(927, 736)","(1090, 746)"
223,21811.jpg,3,"[373, 514, 867, 1089]",0.9402961730957031,"(535, 911)","(928, 903)","(687, 1117)","(555, 1323)","(892, 1316)"
224,21821.jpg,3,"[744, 282, 385, 497]",0.9999837875366211,"(958, 488)","(1088, 474)","(1084, 591)","(978, 692)","(1079, 676)"
226,22141.jpg,3,"[215, 536, 1262, 1547]",0.9993459582328796,"(439, 1109)","(969, 1120)","(570, 1454)","(465, 1751)","(868, 1749)"
227,22142.jpg,3,"[731, 245, 649, 797]",0.9986125230789185,"(881, 524)","(1054, 508)","(838, 638)","(853, 825)","(993, 812)"
229,22151.jpg,3,"[875, 148, 231, 289]",0.9999228715896606,"(950, 244)","(1052, 258)","(1002, 291)","(949, 356)","(1031, 370)"
230,22152.jpg,3,"[327, 347, 992, 1236]",0.9995478987693787,"(587, 769)","(918, 847)","(527, 1029)","(453, 1283)","(721, 1346)"
231,22153.jpg,3,"[786, 268, 686, 885]",0.9996922016143799,"(916, 633)","(1191, 616)","(988, 834)","(941, 979)","(1158, 966)"
232,22154.jpg,3,"[841, 242, 478, 562]",0.9999606609344482,"(919, 485)","(1102, 450)","(983, 611)","(982, 710)","(1120, 681)"
233,22158.jpg,3,"[860, 387, 675, 756]",0.9998962879180908,"(1064, 672)","(1359, 584)","(1275, 831)","(1167, 974)","(1403, 911)"
236,22165.jpg,3,"[1005, 278, 644, 815]",0.9998617172241211,"(1147, 601)","(1396, 624)","(1205, 789)","(1142, 927)","(1325, 938)"
238,31115.jpg,3,"[659, 416, 644, 891]",0.999518632888794,"(877, 769)","(1165, 768)","(1043, 965)","(884, 1084)","(1148, 1082)"
239,31116.jpg,3,"[1089, 826, 915, 1210]",1.0,"(1563, 1293)","(1932, 1289)","(1913, 1544)","(1665, 1798)","(1932, 1787)"
240,31117.jpg,3,"[769, 329, 378, 524]",0.999998927116394,"(980, 522)","(1120, 568)","(1079, 651)","(954, 731)","(1055, 760)"
241,31118.jpg,3,"[971, 283, 219, 301]",0.9999401569366455,"(1036, 403)","(1137, 406)","(1092, 470)","(1042, 516)","(1127, 516)"
242,31119.jpg,3,"[494, 279, 826, 1111]",0.9999669790267944,"(774, 749)","(1140, 719)","(1027, 969)","(856, 1166)","(1143, 1124)"
243,31120.jpg,3,"[702, 329, 622, 866]",0.9979027509689331,"(822, 675)","(1121, 672)","(943, 882)","(842, 998)","(1106, 995)"
244,31121.jpg,3,"[771, 289, 522, 650]",0.9992701411247253,"(863, 518)","(1095, 546)","(932, 689)","(865, 780)","(1054, 805)"
245,31122.jpg,3,"[497, 361, 566, 643]",0.9995036125183105,"(617, 631)","(842, 582)","(717, 756)","(699, 893)","(862, 851)"
246,31123.jpg,3,"[291, 441, 865, 1094]",0.9997852444648743,"(522, 891)","(893, 849)","(720, 1048)","(591, 1293)","(893, 1272)"
247,31124.jpg,3,"[1013, 260, 452, 603]",0.9997166991233826,"(1073, 452)","(1256, 425)","(1102, 563)","(1108, 707)","(1245, 691)"
249,35757.jpg,3,"[605, 395, 895, 1090]",0.9999988079071045,"(726, 712)","(1055, 740)","(753, 1007)","(765, 1237)","(993, 1256)"
